kepoi_name,exoplanet_archive_disposition,disposition_using_kepler_data,status,planet_like_prob,planet_like_label,kepid_x,kepler_name_x,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,kepid_y,kepler_name_y,koi_disposition,koi_pdisposition
K03450.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0008706104,0,8560940,,0.0,0,1,1,1,31.9730649,0.0007277,-0.0007277,133.8409,0.0172,-0.0172,0.716,0.21,-0.484,8.872,0.938,-0.938,158.6,13.4,-13.4,1.09,0.29,-0.09,530.0,,,18.59,14.28,-4.69,15.6,1.0,q1_q17_dr25_tce,5811.0,158.0,-158.0,4.571,0.044,-0.176,0.811,0.211,-0.07,292.17368,44.662861,14.545,8560940,,FALSE POSITIVE,FALSE POSITIVE
K03451.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9965289,1,10793576,,1.0,0,0,0,0,10.90752977,9.961e-05,-9.961e-05,136.60797,0.00952,-0.00952,0.147,0.302,-0.147,2.764,0.185,-0.185,186.0,18.4,-18.4,1.58,0.52,-0.23,955.0,,,196.51,192.83,-72.83,11.8,1.0,q1_q17_dr25_tce,6414.0,179.0,-246.0,4.377,0.072,-0.203,1.147,0.381,-0.163,290.34442,48.147308,14.056,10793576,,CANDIDATE,CANDIDATE
K03526.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0027432302,0,10292238,,0.0,0,1,0,0,143.1188694,4.133e-05,-4.133e-05,266.359224,0.000208,-0.000208,0.703,0.015,-0.015,16.8109,0.0124,-0.0124,255710.0,180.0,-180.0,53.3,12.83,-4.58,321.0,,,2.5,1.77,-0.65,1638.0,1.0,q1_q17_dr25_tce,5713.0,152.0,-169.0,4.554,0.042,-0.168,0.851,0.205,-0.073,298.07739,47.346581,14.996,10292238,,FALSE POSITIVE,FALSE POSITIVE
K03527.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.011950891,0,8733497,,0.0,0,1,0,0,76.81985465,3.865e-06,-3.865e-06,188.1256603,4.01e-05,-4.01e-05,0.728,0.022,-0.023,5.16249,0.00245,-0.00245,229160.0,122.0,-122.0,46.61,10.96,-3.68,379.0,,,4.88,3.39,-1.17,2314.5,1.0,q1_q17_dr25_tce,5654.0,152.0,-152.0,4.59,0.036,-0.153,0.774,0.182,-0.061,282.00089,44.96077,14.063,8733497,,FALSE POSITIVE,FALSE POSITIVE
K03528.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.015769226,0,4255422,,0.0,0,1,0,0,165.40574995,1.14e-05,-1.14e-05,141.5762383,5.46e-05,-5.46e-05,1.091,0.022,-0.022,13.6363,0.00322,-0.00322,66402.0,15.5,-15.5,112.86,35.89,-66.63,514.0,,,16.56,16.21,-14.1,4958.6,1.0,q1_q17_dr25_tce,6061.0,200.0,-182.0,3.759,0.66,-0.176,2.185,0.695,-1.29,289.69705,39.371639,12.724,4255422,,FALSE POSITIVE,FALSE POSITIVE
K03529.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.052782927,0,9837544,,0.0,0,1,0,0,71.661915163,8.294e-06,-8.294e-06,172.9074598,9.87e-05,-9.87e-05,0.612,0.029,-0.02,6.33708,0.00471,-0.00471,323610.0,216.0,-216.0,55.04,5.88,-6.48,365.0,,,4.18,1.7,-1.36,1804.1,1.0,q1_q17_dr25_tce,5075.0,179.0,-179.0,4.497,0.095,-0.095,0.824,0.088,-0.097,294.48639,46.676151,15.167,9837544,,FALSE POSITIVE,FALSE POSITIVE
K03530.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.07359757,0,7877824,,0.0,1,0,0,0,9.44942685,1.614e-06,-1.614e-06,136.026498,0.00015,-0.00015,0.395,0.007,-0.007,6.40303,0.00673,-0.00673,489000.0,475.0,-475.0,68.38,18.74,-6.27,813.0,,,103.29,83.8,-29.32,1246.3,1.0,q1_q17_dr25_tce,5754.0,160.0,-200.0,4.534,0.033,-0.187,0.905,0.248,-0.083,286.28845,43.614342,15.65,7877824,,FALSE POSITIVE,FALSE POSITIVE
K07781.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.010587588,0,6469946,,0.0,0,0,1,0,0.715802309,2.73e-07,-2.73e-07,131.690348,0.000326,-0.000326,1.251,2.046,-0.089,1.5586,0.019,-0.019,2208.6,20.6,-20.6,25.52,3.78,-2.02,1656.0,,,1787.96,897.17,-446.94,137.7,1.0,q1_q17_dr25_tce,5239.0,174.0,-158.0,4.6,0.032,-0.091,0.757,0.112,-0.06,298.9068,41.835629,15.579,6469946,,FALSE POSITIVE,FALSE POSITIVE
K03531.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.005716413,0,6947164,,0.0,0,1,0,0,70.58284717,5.308e-06,-5.308e-06,190.4997847,5.85e-05,-5.85e-05,0.882,0.017,-0.018,8.81169,0.00311,-0.00311,150930.0,78.7,-78.7,50.88,15.25,-5.07,435.0,,,8.45,7.42,-2.38,2424.0,1.0,q1_q17_dr25_tce,5973.0,161.0,-178.0,4.516,0.052,-0.208,0.904,0.271,-0.09,291.35696,42.493641,14.624,6947164,,FALSE POSITIVE,FALSE POSITIVE
K03609.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.21234237,0,6233903,,0.0,0,1,0,0,2.995357359,6.34e-07,-6.34e-07,132.796981,0.00022,-0.00022,0.843,0.012,-0.012,6.57901,0.00542,-0.00542,172400.0,140.0,-140.0,112.12,28.43,-52.77,1791.0,,,2437.81,1980.75,-1833.63,1467.6,1.0,q1_q17_dr25_tce,5949.0,216.0,-180.0,3.892,0.52,-0.13,1.94,0.492,-0.913,299.13101,41.589901,16.455,6233903,,FALSE POSITIVE,FALSE POSITIVE
K03610.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0002982714,0,7212066,,0.0,0,1,0,0,3.840485025,1.535e-06,-1.535e-06,134.446386,0.000356,-0.000356,1.189,0.244,-0.138,2.8592,0.0147,-0.0147,31353.0,144.0,-144.0,39.38,10.39,-4.16,1077.0,,,318.66,261.11,-95.96,259.4,1.0,q1_q17_dr25_tce,5731.0,190.0,-190.0,4.532,0.066,-0.165,0.823,0.217,-0.087,295.21167,42.786289,15.26,7212066,,FALSE POSITIVE,FALSE POSITIVE
K03610.02,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0061590425,0,7212066,,,1,1,0,0,1.92027188,,,132.5246606,,,,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,295.21167,42.786289,15.26,7212066,,FALSE POSITIVE,FALSE POSITIVE
K01899.02,CANDIDATE,CANDIDATE,CANDIDATE,0.99616146,1,7047922,,0.986,0,0,0,0,10.5226374,0.0001833,-0.0001833,140.0656,0.0149,-0.0149,0.806,0.151,-0.587,3.864,0.416,-0.416,68.9,9.5,-9.5,1.08,0.36,-0.24,976.0,,,213.96,239.81,-123.08,8.9,2.0,q1_q17_dr25_tce,6327.0,291.0,-542.0,4.327,0.158,-0.193,1.175,0.389,-0.259,295.75412,42.537479,14.563,7047922,,CANDIDATE,CANDIDATE
K03611.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0006770716,0,6675060,,0.0,0,1,0,0,10.443341795,3.126e-06,-3.126e-06,133.62903,0.000333,-0.000333,0.707,0.018,-0.018,3.94077,0.00853,-0.00853,145290.0,305.0,-305.0,44.35,13.02,-6.0,892.0,,,149.21,133.2,-53.78,842.1,1.0,q1_q17_dr25_tce,6137.0,192.0,-235.0,4.421,0.087,-0.203,1.005,0.295,-0.136,286.2449,42.146431,16.51,6675060,,FALSE POSITIVE,FALSE POSITIVE
K07737.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.17408267,0,5716508,,0.003,1,0,0,0,4.75307877,0.0004018,-0.0004018,134.5462132,0.0538,-0.0538,0.019,0.476,-0.019,2.35,2.2,-2.2,933.0,208.0,-208.0,505.94,72.95,-291.8,7040.0,,,580415.2,281907.59,-489177.37,6.4,7.0,q1_q17_dr25_tce,3486.0,112.0,-112.0,0.5,0.338,-0.338,180.013,25.956,-103.825,295.03052,40.958149,13.524,5716508,,FALSE POSITIVE,FALSE POSITIVE
K03612.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.01014167,0,10518735,,0.0,0,1,0,0,19.515013291,5.377e-06,-5.377e-06,136.215942,0.000307,-0.000307,0.692,0.029,-0.031,4.59379,0.00625,-0.00625,256440.0,308.0,-308.0,53.03,9.97,-4.61,588.0,,,28.31,17.47,-7.81,1018.8,1.0,q1_q17_dr25_tce,5349.0,185.0,-185.0,4.531,0.045,-0.135,0.851,0.16,-0.074,283.91565,47.784569,16.739,10518735,,FALSE POSITIVE,FALSE POSITIVE
K01628.02,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9936504,1,6975129,Kepler-312 b,1.0,0,0,0,0,1.772451066,6.597e-06,-6.597e-06,132.08668,0.00314,-0.00314,0.006,0.444,-0.006,2.4592,0.0976,-0.0976,79.2,4.1,-4.1,1.02,0.18,-0.06,1685.0,,,1904.34,895.31,-358.03,22.4,2.0,q1_q17_dr25_tce,6243.0,99.0,-136.0,4.406,0.026,-0.136,1.149,0.201,-0.067,298.39575,42.459751,12.949,6975129,Kepler-312 b,CONFIRMED,CANDIDATE
K03384.02,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9998697,1,8644365,Kepler-1485 b,0.982,0,0,0,0,19.9158863,0.0001205,-0.0001205,139.36828,0.00476,-0.00476,0.748,0.006,-0.544,6.191,0.138,-0.138,143.2,5.4,-5.4,1.41,0.24,-0.12,728.0,,,66.31,31.17,-15.95,28.3,1.0,q1_q17_dr25_tce,6047.0,120.0,-133.0,4.387,0.066,-0.123,1.092,0.181,-0.097,298.09543,44.737061,13.204,8644365,Kepler-1485 b,CONFIRMED,CANDIDATE
K03385.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.026653428,0,9489947,,0.0,0,1,0,0,54.061328105,7.099e-06,-7.099e-06,181.788127,0.000112,-0.000112,1.336,0.136,-0.118,4.48223,0.00968,-0.00968,79684.0,103.0,-103.0,88.28,24.61,-18.42,514.0,,,16.51,13.86,-7.35,1012.2,1.0,q1_q17_dr25_tce,5786.0,173.0,-173.0,4.318,0.175,-0.193,1.112,0.31,-0.232,300.01813,46.026272,15.231,9489947,,FALSE POSITIVE,FALSE POSITIVE
K03386.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0027402772,0,6960487,,0.0,0,1,0,0,34.525990182,3.998e-06,-3.998e-06,150.102207,0.000104,-0.000104,1.087,0.069,-0.061,4.47294,0.00471,-0.00471,67161.0,83.0,-83.0,54.35,17.3,-7.41,607.0,,,32.12,30.97,-11.9,1008.1,1.0,q1_q17_dr25_tce,6123.0,190.0,-254.0,4.396,0.105,-0.195,1.049,0.334,-0.143,295.20386,42.43045,15.142,6960487,,FALSE POSITIVE,FALSE POSITIVE
K07750.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9945919,1,5894182,,0.322,0,0,0,0,494.485085,0.004886,-0.004886,527.70941,0.00545,-0.00545,0.017,0.415,-0.016,3.905,0.238,-0.238,385.3,32.2,-32.2,5.03,0.95,-1.76,379.0,,,4.88,2.79,-3.06,13.9,1.0,q1_q17_dr25_tce,6303.0,172.0,-191.0,3.774,0.293,-0.098,2.553,0.481,-0.894,296.67538,41.164768,12.088,5894182,,CANDIDATE,CANDIDATE
K03387.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.01668576,0,6309264,,0.0,0,0,1,0,14.2821417,0.0001594,-0.0001594,136.32946,0.00856,-0.00856,0.012,0.457,-0.012,2.068,0.255,-0.255,224.9,30.6,-30.6,1.08,0.15,-0.1,625.0,,,36.03,16.92,-9.49,8.7,1.0,q1_q17_dr25_tce,5374.0,160.0,-160.0,4.588,0.052,-0.084,0.726,0.104,-0.064,298.1897,41.679192,15.13,6309264,,FALSE POSITIVE,FALSE POSITIVE
K03452.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0024925391,0,7021177,,0.0,0,1,0,0,18.64532882,1.556e-06,-1.556e-06,147.207512,6.96e-05,-6.96e-05,0.454,0.007,-0.008,3.63893,0.00397,-0.00397,433820.0,414.0,-414.0,61.81,18.36,-5.78,656.0,,,43.71,37.98,-11.85,1256.8,1.0,q1_q17_dr25_tce,5931.0,158.0,-175.0,4.554,0.038,-0.2,0.845,0.251,-0.079,287.63705,42.530819,15.511,7021177,,FALSE POSITIVE,FALSE POSITIVE
K03454.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.021468267,0,7122259,,0.0,0,1,0,0,20.882125422,1.62e-06,-1.62e-06,146.5689626,6.84e-05,-6.84e-05,0.743,0.007,-0.007,8.03365,0.0028,-0.0028,233450.0,76.5,-76.5,66.27,21.58,-7.17,737.0,,,69.67,68.69,-22.23,3506.5,1.0,q1_q17_dr25_tce,6335.0,197.0,-241.0,4.427,0.065,-0.208,1.072,0.349,-0.116,293.14578,42.624161,15.6,7122259,,FALSE POSITIVE,FALSE POSITIVE
K03455.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9909648,1,6947668,,1.0,0,0,0,0,14.0545718,0.0001607,-0.0001607,133.0972,0.0107,-0.0107,0.121,0.327,-0.121,4.066,0.229,-0.229,274.3,27.6,-27.6,1.45,0.43,-0.13,711.0,,,60.49,52.81,-17.23,11.6,1.0,q1_q17_dr25_tce,5783.0,161.0,-202.0,4.539,0.036,-0.204,0.88,0.26,-0.081,291.50708,42.429878,15.802,6947668,,CANDIDATE,CANDIDATE
K03456.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.99792385,1,6364582,Kepler-1505 b,1.0,0,0,0,0,30.8609783,0.0002037,-0.0002037,138.31416,0.00561,-0.00561,0.852,0.035,-0.582,4.216,0.162,-0.162,128.9,8.1,-8.1,1.08,0.14,-0.05,525.0,,,17.96,6.49,-3.13,17.8,1.0,q1_q17_dr25_tce,5627.0,101.0,-112.0,4.552,0.026,-0.104,0.833,0.105,-0.045,292.00204,41.786961,12.988,6364582,Kepler-1505 b,CONFIRMED,CANDIDATE
K07769.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.43607286,0,6190535,,0.077,1,0,0,0,3.652810043,,,134.7903032,,,0.086,,,1.5132,,,119.4,,,0.89,0.12,-0.11,1015.0,,,250.33,120.0,-83.48,6.0,1.0,q1_q17_dr25_tce,5213.0,184.0,-184.0,4.489,0.1,-0.1,0.831,0.112,-0.102,286.73605,41.590279,15.602,6190535,,FALSE POSITIVE,FALSE POSITIVE
K03457.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0002326613,0,9834257,,0.0,0,1,1,1,15.65134872,1.935e-05,-1.935e-05,132.81191,0.00102,-0.00102,1.267,34.11,-0.089,4.1553,0.057,-0.057,3104.0,48.6,-48.6,118.33,15.87,-47.63,1396.0,,,898.69,387.97,-611.37,81.6,1.0,q1_q17_dr25_tce,6552.0,178.0,-178.0,3.586,0.33,-0.11,3.289,0.441,-1.324,293.23318,46.600151,12.429,9834257,,FALSE POSITIVE,FALSE POSITIVE
K00332.02,CANDIDATE,CANDIDATE,CANDIDATE,0.9988199,1,10290666,,0.985,0,0,0,0,6.86674226,9.996e-05,-9.996e-05,135.3543,0.012,-0.012,0.405,0.05,-0.405,4.216,0.349,-0.349,47.2,4.4,-4.4,0.79,0.12,-0.06,1018.0,,,254.1,109.33,-51.32,12.3,2.0,q1_q17_dr25_tce,5914.0,106.0,-130.0,4.396,0.04,-0.112,1.135,0.175,-0.075,297.65094,47.39629,13.046,10290666,,CANDIDATE,CANDIDATE
K01806.03,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.99653935,1,9529744,Kepler-320 b,1.0,0,0,0,0,8.37159554,7.493e-05,-7.493e-05,137.68075,0.00864,-0.00864,0.983,0.018,-0.78,5.252,0.225,-0.225,98.0,6.2,-6.2,2.39,0.55,-0.68,1292.0,,,659.25,454.1,-356.1,16.6,3.0,q1_q17_dr25_tce,6426.0,175.0,-175.0,4.013,0.259,-0.13,1.775,0.411,-0.503,293.21356,46.175129,13.474,9529744,Kepler-320 b,CONFIRMED,CANDIDATE
K03532.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.003320019,0,10748621,,0.0,0,1,0,0,286.1755875,0.0002549,-0.0002549,314.101583,0.000475,-0.000475,0.598,0.018,-0.021,16.1025,0.0308,-0.0308,328540.0,554.0,-554.0,63.23,19.18,-7.69,276.0,,,1.38,1.22,-0.45,765.3,1.0,q1_q17_dr25_tce,5904.0,159.0,-195.0,4.471,0.067,-0.202,0.946,0.287,-0.115,297.77277,48.09811,15.138,10748621,,FALSE POSITIVE,FALSE POSITIVE
K03533.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.002065538,0,4824268,,0.0,0,1,0,0,152.15144795,5.686e-05,-5.686e-05,215.015903,0.000267,-0.000267,0.857,0.122,-0.025,26.8612,0.0235,-0.0235,151820.0,89.6,-89.6,53.89,17.44,-5.83,362.0,,,4.04,3.88,-1.25,2163.4,1.0,q1_q17_dr25_tce,6217.0,175.0,-219.0,4.472,0.054,-0.216,0.989,0.32,-0.107,288.28284,39.992222,14.61,4824268,,FALSE POSITIVE,FALSE POSITIVE
K07783.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.019690122,0,6527016,,0.0,0,0,1,0,0.542636318,1.569e-06,-1.569e-06,131.95581,0.00265,-0.00265,0.056,0.408,-0.056,1.2536,0.0877,-0.0877,74.6,5.6,-5.6,1.39,0.74,-0.74,2659.0,,,11844.28,19392.48,-9536.55,17.3,1.0,q1_q17_dr25_tce,5277.0,158.0,-158.0,3.96,0.585,-0.27,1.633,0.867,-0.867,293.27213,41.95142,14.458,6527016,,FALSE POSITIVE,FALSE POSITIVE
K03534.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.025860969,0,6431670,,0.0,0,1,0,0,29.911334059,5.435e-06,-5.435e-06,153.595491,0.000133,-0.000133,0.559,0.01,-0.011,7.26916,0.0071,-0.0071,354380.0,317.0,-317.0,47.83,7.54,-3.47,471.0,,,11.68,6.35,-3.0,1349.8,1.0,q1_q17_dr25_tce,5303.0,191.0,-191.0,4.632,0.032,-0.097,0.704,0.111,-0.051,287.88483,41.879349,16.128,6431670,,FALSE POSITIVE,FALSE POSITIVE
K03535.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.068847135,0,7376500,,0.0,0,1,0,0,5.877122485,1.181e-06,-1.181e-06,136.42083,0.000209,-0.000209,0.547,0.021,-0.018,4.71655,0.00569,-0.00569,362900.0,393.0,-393.0,125.68,79.72,-71.71,1402.0,,,913.57,1923.43,-767.41,1210.8,1.0,q1_q17_dr25_tce,5702.0,219.0,-199.0,3.807,0.805,-0.345,1.821,1.155,-1.039,295.68814,42.970581,15.177,7376500,,FALSE POSITIVE,FALSE POSITIVE
K03618.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.011521001,0,9636559,,0.0,0,1,0,0,10.636305846,2.442e-06,-2.442e-06,139.783159,0.000262,-0.000262,0.398,0.003,-0.004,5.17212,0.00584,-0.00584,216060.0,218.0,-218.0,64.91,17.23,-14.09,1110.0,,,358.62,290.9,-170.52,1419.0,1.0,q1_q17_dr25_tce,6781.0,212.0,-259.0,4.221,0.175,-0.175,1.345,0.357,-0.292,285.33444,46.309879,17.035,9636559,,FALSE POSITIVE,FALSE POSITIVE
K03619.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0006873757,0,8095110,,0.0,0,1,1,1,2.1032389,6.22e-07,-6.22e-07,132.868177,0.000251,-0.000251,1.209,0.034,-0.03,6.4774,0.0126,-0.0126,24852.0,48.8,-48.8,36.63,7.5,-3.22,1238.0,,,555.0,341.42,-141.14,625.1,1.0,q1_q17_dr25_tce,5546.0,150.0,-150.0,4.587,0.034,-0.136,0.786,0.161,-0.069,290.91254,43.92989,13.171,8095110,,FALSE POSITIVE,FALSE POSITIVE
K03620.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00069681776,0,11499263,,0.0,0,1,0,0,46.698200933,5.816e-06,-5.816e-06,167.6984656,9.77e-05,-9.77e-05,1.131,0.083,-0.076,3.57049,0.00524,-0.00524,54592.0,73.3,-73.3,38.79,5.74,-4.31,468.0,,,11.31,5.62,-3.38,879.0,1.0,q1_q17_dr25_tce,5772.0,187.0,-170.0,4.518,0.115,-0.104,0.756,0.112,-0.084,287.40515,49.456291,15.267,11499263,,FALSE POSITIVE,FALSE POSITIVE
K01905.02,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.99926895,1,10328393,Kepler-332 c,1.0,0,0,0,0,15.99560373,9.626e-05,-9.626e-05,144.2399,0.00503,-0.00503,0.088,0.37,-0.088,3.471,0.135,-0.135,221.7,12.2,-12.2,1.04,0.07,-0.04,550.0,,,21.54,4.94,-3.25,20.0,2.0,q1_q17_dr25_tce,4955.0,100.0,-100.0,4.61,0.018,-0.046,0.721,0.047,-0.029,286.66296,47.4137,14.017,10328393,Kepler-332 c,CONFIRMED,CANDIDATE
K03621.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0018272811,0,9775253,,0.0,0,1,0,0,4.39451798,2.085e-05,-2.085e-05,133.62094,0.00389,-0.00389,1.566,1.119,-0.596,2.9527,0.0352,-0.0352,223620.0,1255.0,-1255.0,65.76,7.62,-14.16,554.0,,,22.27,9.05,-10.68,249.5,1.0,q1_q17_dr25_tce,3695.0,114.0,-152.0,4.773,0.105,-0.053,0.483,0.056,-0.104,293.79739,46.56179,16.705,9775253,,FALSE POSITIVE,FALSE POSITIVE
K03388.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0002984048,0,3858988,,0.0,0,1,1,1,25.9518795,0.0002417,-0.0002417,148.92549,0.00783,-0.00783,1.259,14.18,-0.573,21.569,0.428,-0.428,1312.3,24.4,-24.4,35.1,10.09,-6.74,645.0,,,41.0,34.64,-17.31,63.7,1.0,q1_q17_dr25_tce,5753.0,156.0,-173.0,4.335,0.175,-0.193,1.078,0.31,-0.207,293.72311,38.96983,14.997,3858988,,FALSE POSITIVE,FALSE POSITIVE
K03389.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9984763,1,3848966,,0.993,0,0,0,0,29.7681831,0.0007597,-0.0007597,155.5003,0.0219,-0.0219,0.739,0.235,-0.515,9.425,0.7,-0.7,159.9,14.4,-14.4,3.98,0.73,-1.34,917.0,,,167.51,79.44,-98.4,13.2,1.0,q1_q17_dr25_tce,5640.0,76.0,-84.0,3.679,0.245,-0.105,2.916,0.531,-0.986,291.06937,38.914909,14.564,3848966,,CANDIDATE,CANDIDATE
K03390.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0036108268,0,10798605,,0.0,0,1,0,0,56.048096688,6.393e-06,-6.393e-06,159.1678042,9.35e-05,-9.35e-05,1.161,0.055,-0.068,4.04427,0.00486,-0.00486,53726.0,61.7,-61.7,42.62,6.29,-5.13,400.0,,,6.06,2.92,-1.91,1003.7,1.0,q1_q17_dr25_tce,5222.0,156.0,-156.0,4.518,0.096,-0.132,0.78,0.115,-0.094,292.42444,48.159592,14.967,10798605,,FALSE POSITIVE,FALSE POSITIVE
K07751.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.012703652,0,5895083,,0.0,0,0,1,0,2.25161215,1.888e-05,-1.888e-05,131.54653,0.00655,-0.00655,0.647,0.323,-0.444,2.1,0.218,-0.218,23.9,3.4,-3.4,1.14,0.4,-0.3,2934.0,,,17529.42,18990.44,-9474.68,9.2,1.0,q1_q17_dr25_tce,9464.0,301.0,-414.0,4.116,0.157,-0.192,2.184,0.777,-0.565,296.88562,41.19978,13.085,5895083,,FALSE POSITIVE,FALSE POSITIVE
K03391.01,CANDIDATE,CANDIDATE,CANDIDATE,0.99799407,1,9452897,,0.993,0,0,0,0,36.7662364,0.0004327,-0.0004327,157.14332,0.00999,-0.00999,0.164,0.287,-0.164,3.305,0.329,-0.329,579.5,55.5,-55.5,1.28,0.1,-0.13,336.0,,,3.02,0.9,-0.88,12.6,1.0,q1_q17_dr25_tce,4342.0,117.0,-143.0,4.699,0.063,-0.031,0.54,0.044,-0.054,285.84387,46.015911,15.903,9452897,,CANDIDATE,CANDIDATE
K03392.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0061304728,0,9714123,,0.0,0,1,0,0,50.35545898,5.166e-06,-5.166e-06,136.9113798,8.52e-05,-8.52e-05,0.159,0.013,-0.017,5.51863,0.00623,-0.00623,107140.0,117.0,-117.0,31.66,9.74,-3.25,492.0,,,13.81,12.74,-4.19,1219.4,1.0,q1_q17_dr25_tce,5936.0,176.0,-211.0,4.501,0.04,-0.216,0.965,0.297,-0.099,293.44366,46.471512,15.724,9714123,,FALSE POSITIVE,FALSE POSITIVE
K03458.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9973124,1,6118370,Kepler-1506 b,0.925,0,0,0,0,14.0328775,0.0002907,-0.0002907,138.0603,0.0185,-0.0185,0.044,0.403,-0.044,6.684,0.418,-0.418,210.9,20.6,-20.6,1.45,0.46,-0.15,783.0,,,88.83,85.66,-28.08,11.8,1.0,q1_q17_dr25_tce,6063.0,190.0,-232.0,4.47,0.052,-0.208,1.001,0.318,-0.106,290.1499,41.4646,15.652,6118370,Kepler-1506 b,CONFIRMED,CANDIDATE
K03459.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9599527,1,2717158,Kepler-1922 b,1.0,0,0,0,0,13.2226149,0.0001685,-0.0001685,144.295,0.0101,-0.0101,0.943,0.019,-0.638,4.337,0.201,-0.201,261.7,23.1,-23.1,1.75,0.46,-0.16,740.0,,,71.11,56.08,-18.89,12.6,1.0,q1_q17_dr25_tce,5931.0,161.0,-178.0,4.545,0.044,-0.187,0.863,0.231,-0.077,292.33035,37.997059,15.208,2717158,Kepler-1922 b,CONFIRMED,CANDIDATE
K01750.02,CANDIDATE,CANDIDATE,CANDIDATE,0.99921227,1,6209677,,0.999,0,0,0,0,2.53742164,1.271e-05,-1.271e-05,132.34623,0.0045,-0.0045,0.285,0.17,-0.285,1.563,0.133,-0.133,104.5,9.7,-9.7,0.93,0.1,-0.06,1220.0,,,525.68,162.93,-96.27,12.8,2.0,q1_q17_dr25_tce,5447.0,81.0,-81.0,4.481,0.053,-0.098,0.917,0.102,-0.063,293.30023,41.523338,14.8,6209677,,CANDIDATE,CANDIDATE
